ma_region_code,pdp_region_code,state,county_code,geo_statename,geo_county_name,tier_level_value,n_plans,distinct_rxcui,pct_plans_in_tier
,,AL,01330,Alabama,Henry,2,23,21877,19.4915254237288136
,,AL,01330,Alabama,Henry,3,23,21012,19.4915254237288136
,,AL,01330,Alabama,Henry,4,23,25892,19.4915254237288136
,,AL,01330,Alabama,Henry,5,23,22918,19.4915254237288136
,,AL,01330,Alabama,Henry,6,1,199,0.84745762711864406780
,,AL,01340,Alabama,Houston,1,24,21263,21.2389380530973451
,,AL,01340,Alabama,Houston,2,22,21349,19.4690265486725664
,,AL,01340,Alabama,Houston,3,22,20115,19.4690265486725664
,,AL,01340,Alabama,Houston,4,22,24904,19.4690265486725664
,,AL,01340,Alabama,Houston,5,22,22118,19.4690265486725664
,,AL,01340,Alabama,Houston,6,1,199,0.88495575221238938053
,,AL,01350,Alabama,Jackson,1,33,25912,20.3703703703703704
,,AL,01350,Alabama,Jackson,2,32,27661,19.7530864197530864
,,AL,01350,Alabama,Jackson,3,32,30812,19.7530864197530864
,,AL,01350,Alabama,Jackson,4,32,33942,19.7530864197530864
,,AL,01350,Alabama,Jackson,5,32,31031,19.7530864197530864
,,AL,01350,Alabama,Jackson,6,1,199,0.61728395061728395062
,,AL,01360,Alabama,Jefferson,1,36,28984,19.8895027624309392
,,AL,01360,Alabama,Jefferson,2,36,33650,19.8895027624309392
,,AL,01360,Alabama,Jefferson,3,36,33950,19.8895027624309392
,,AL,01360,Alabama,Jefferson,4,36,39044,19.8895027624309392
,,AL,01360,Alabama,Jefferson,5,36,35782,19.8895027624309392
,,AL,01360,Alabama,Jefferson,6,1,199,0.55248618784530386740
,,AL,01370,Alabama,Lamar,1,24,19506,20.5128205128205128
,,AL,01370,Alabama,Lamar,2,23,16510,19.6581196581196581
,,AL,01370,Alabama,Lamar,3,23,19178,19.6581196581196581
,,AL,01370,Alabama,Lamar,4,23,24640,19.6581196581196581
,,AL,01370,Alabama,Lamar,5,23,19782,19.6581196581196581
,,AL,01370,Alabama,Lamar,6,1,199,0.85470085470085470085
,,AL,01380,Alabama,Lauderdale,1,33,26591,20.3703703703703704
,,AL,01380,Alabama,Lauderdale,2,32,28647,19.7530864197530864
,,AL,01380,Alabama,Lauderdale,3,32,31043,19.7530864197530864
,,AL,01380,Alabama,Lauderdale,4,32,34478,19.7530864197530864
,,AL,01380,Alabama,Lauderdale,5,32,31584,19.7530864197530864
,,AL,01380,Alabama,Lauderdale,6,1,199,0.61728395061728395062
,,AL,01390,Alabama,Lawrence,1,33,25200,20.3703703703703704
,,AL,01390,Alabama,Lawrence,2,32,24964,19.7530864197530864
,,AL,01390,Alabama,Lawrence,3,32,30873,19.7530864197530864
,,AL,01390,Alabama,Lawrence,4,32,34752,19.7530864197530864
,,AL,01390,Alabama,Lawrence,5,32,30068,19.7530864197530864
,,AL,01390,Alabama,Lawrence,6,1,199,0.61728395061728395062
,,AL,01400,Alabama,Lee,1,27,22662,21.0937500000000000
,,AL,01400,Alabama,Lee,2,25,23284,19.5312500000000000
,,AL,01400,Alabama,Lee,3,25,22258,19.5312500000000000
,,AL,01400,Alabama,Lee,4,25,27911,19.5312500000000000
,,AL,01400,Alabama,Lee,5,25,24393,19.5312500000000000
,,AL,01400,Alabama,Lee,6,1,199,0.78125000000000000000
,,AL,01410,Alabama,Limestone,1,35,26826,20.3488372093023256
,,AL,01410,Alabama,Limestone,2,34,28669,19.7674418604651163
,,AL,01410,Alabama,Limestone,3,34,32438,19.7674418604651163
,,AL,01410,Alabama,Limestone,4,34,35832,19.7674418604651163
,,AL,01410,Alabama,Limestone,5,34,32419,19.7674418604651163
,,AL,01410,Alabama,Limestone,6,1,199,0.58139534883720930233
,,AL,01420,Alabama,Lowndes,1,31,26972,19.8717948717948718
,,AL,01420,Alabama,Lowndes,2,31,29709,19.8717948717948718
,,AL,01420,Alabama,Lowndes,3,31,32023,19.8717948717948718
,,AL,01420,Alabama,Lowndes,4,31,34854,19.8717948717948718
,,AL,01420,Alabama,Lowndes,5,31,32493,19.8717948717948718
,,AL,01420,Alabama,Lowndes,6,1,199,0.64102564102564102564
,,AL,01430,Alabama,Macon,1,25,24095,19.8412698412698413
,,AL,01430,Alabama,Macon,2,25,23809,19.8412698412698413
,,AL,01430,Alabama,Macon,3,25,26205,19.8412698412698413
,,AL,01430,Alabama,Macon,4,25,29513,19.8412698412698413
,,AL,01430,Alabama,Macon,5,25,26823,19.8412698412698413
,,AL,01430,Alabama,Macon,6,1,199,0.79365079365079365079
,,AL,01440,Alabama,Madison,1,37,28770,20.3296703296703297
,,AL,01440,Alabama,Madison,2,36,32281,19.7802197802197802
,,AL,01440,Alabama,Madison,3,36,34170,19.7802197802197802
,,AL,01440,Alabama,Madison,4,36,40128,19.7802197802197802
,,AL,01440,Alabama,Madison,5,36,35543,19.7802197802197802
,,AL,01440,Alabama,Madison,6,1,199,0.54945054945054945055
,,AL,01450,Alabama,Marengo,1,24,19506,21.2389380530973451
,,AL,01450,Alabama,Marengo,2,22,16510,19.4690265486725664
,,AL,01450,Alabama,Marengo,3,22,19178,19.4690265486725664
,,AL,01450,Alabama,Marengo,4,22,24640,19.4690265486725664
,,AL,01450,Alabama,Marengo,5,22,19782,19.4690265486725664
,,AL,01450,Alabama,Marengo,6,1,199,0.88495575221238938053
,,AL,01460,Alabama,Marion,1,25,19963,20.4918032786885246
,,AL,01460,Alabama,Marion,2,24,17014,19.6721311475409836
,,AL,01460,Alabama,Marion,3,24,19991,19.6721311475409836
,,AL,01460,Alabama,Marion,4,24,25585,19.6721311475409836
,,AL,01460,Alabama,Marion,5,24,20476,19.6721311475409836
,,AL,01460,Alabama,Marion,6,1,199,0.81967213114754098361
,,AL,01470,Alabama,Marshall,1,34,26825,20.3592814371257485
,,AL,01470,Alabama,Marshall,2,33,28693,19.7604790419161677
,,AL,01470,Alabama,Marshall,3,33,32522,19.7604790419161677
,,AL,01470,Alabama,Marshall,4,33,35875,19.7604790419161677
,,AL,01470,Alabama,Marshall,5,33,32525,19.7604790419161677
,,AL,01470,Alabama,Marshall,6,1,199,0.59880239520958083832
,,AL,01480,Alabama,Mobile,1,36,30028,19.8895027624309392
,,AL,01480,Alabama,Mobile,2,36,35816,19.8895027624309392
,,AL,01480,Alabama,Mobile,3,36,35032,19.8895027624309392
,,AL,01480,Alabama,Mobile,4,36,40161,19.8895027624309392
,,AL,01480,Alabama,Mobile,5,36,37261,19.8895027624309392
,,AL,01480,Alabama,Mobile,6,1,199,0.55248618784530386740
,,AL,01490,Alabama,Monroe,1,19,16590,21.5909090909090909
,,AL,01490,Alabama,Monroe,2,17,11092,19.3181818181818182
,,AL,01490,Alabama,Monroe,3,17,16580,19.3181818181818182
,,AL,01490,Alabama,Monroe,4,17,18196,19.3181818181818182
,,AL,01490,Alabama,Monroe,5,17,15096,19.3181818181818182
,,AL,01490,Alabama,Monroe,6,1,199,1.1363636363636364
,,AL,01500,Alabama,Montgomery,1,35,29372,19.8863636363636364
,,AL,01500,Alabama,Montgomery,2,35,33849,19.8863636363636364
,,AL,01500,Alabama,Montgomery,3,35,34652,19.8863636363636364
,,AL,01500,Alabama,Montgomery,4,35,40138,19.8863636363636364
,,AL,01500,Alabama,Montgomery,5,35,36417,19.8863636363636364
,,AL,01500,Alabama,Montgomery,6,1,199,0.56818181818181818182
,,AL,01510,Alabama,Morgan,1,36,27312,20.3389830508474576
,,AL,01510,Alabama,Morgan,2,35,29572,19.7740112994350282
,,AL,01510,Alabama,Morgan,3,35,32871,19.7740112994350282
,,AL,01510,Alabama,Morgan,4,35,36906,19.7740112994350282
,,AL,01510,Alabama,Morgan,5,35,33200,19.7740112994350282
,,AL,01510,Alabama,Morgan,6,1,199,0.56497175141242937853
,,AL,01520,Alabama,Perry,1,29,21972,21.0144927536231884
,,AL,01520,Alabama,Perry,2,27,21566,19.5652173913043478
,,AL,01520,Alabama,Perry,3,27,24166,19.5652173913043478
,,AL,01520,Alabama,Perry,4,27,29218,19.5652173913043478
,,AL,01520,Alabama,Perry,5,27,24642,19.5652173913043478
,,AL,01520,Alabama,Perry,6,1,199,0.72463768115942028986
,,AL,01530,Alabama,Pickens,1,24,19506,20.5128205128205128
,,AL,01530,Alabama,Pickens,2,23,16510,19.6581196581196581
,,AL,01530,Alabama,Pickens,3,23,19178,19.6581196581196581
,,AL,01530,Alabama,Pickens,4,23,24640,19.6581196581196581
,,AL,01530,Alabama,Pickens,5,23,19782,19.6581196581196581
,,AL,01530,Alabama,Pickens,6,1,199,0.85470085470085470085
,,AL,01540,Alabama,Pike,1,26,24551,19.8473282442748092
,,AL,01540,Alabama,Pike,2,26,24337,19.8473282442748092
,,AL,01540,Alabama,Pike,3,26,27102,19.8473282442748092
,,AL,01540,Alabama,Pike,4,26,30501,19.8473282442748092
,,AL,01540,Alabama,Pike,5,26,27623,19.8473282442748092
,,AL,01540,Alabama,Pike,6,1,199,0.76335877862595419847
,,AL,01550,Alabama,Randolph,1,24,21881,19.8347107438016529
,,AL,01550,Alabama,Randolph,2,24,18466,19.8347107438016529
,,AL,01550,Alabama,Randolph,3,24,24455,19.8347107438016529
,,AL,01550,Alabama,Randolph,4,24,28304,19.8347107438016529
,,AL,01550,Alabama,Randolph,5,24,23793,19.8347107438016529
,,AL,01550,Alabama,Randolph,6,1,199,0.82644628099173553719
,,AL,01560,Alabama,Russell,1,28,24103,19.8581560283687943
,,AL,01560,Alabama,Russell,2,28,22061,19.8581560283687943
,,AL,01560,Alabama,Russell,3,28,28178,19.8581560283687943
,,AL,01560,Alabama,Russell,4,28,32794,19.8581560283687943
,,AL,01560,Alabama,Russell,5,28,27582,19.8581560283687943
,,AL,01560,Alabama,Russell,6,1,199,0.70921985815602836879
,,AL,01570,Alabama,St. Clair,1,32,27839,19.8757763975155280
,,AL,01570,Alabama,St. Clair,2,32,31079,19.8757763975155280
,,AL,01570,Alabama,St. Clair,3,32,33752,19.8757763975155280
,,AL,01570,Alabama,St. Clair,4,32,36605,19.8757763975155280
,,AL,01570,Alabama,St. Clair,5,32,34103,19.8757763975155280
,,AL,01570,Alabama,St. Clair,6,1,199,0.62111801242236024845
,,AL,01580,Alabama,Shelby,1,33,27070,19.8795180722891566
,,AL,01580,Alabama,Shelby,2,33,30413,19.8795180722891566
,,AL,01580,Alabama,Shelby,3,33,31754,19.8795180722891566
,,AL,01580,Alabama,Shelby,4,33,34834,19.8795180722891566
,,AL,01580,Alabama,Shelby,5,33,32639,19.8795180722891566
,,AL,01580,Alabama,Shelby,6,1,199,0.60240963855421686747
,,AL,01590,Alabama,Sumter,1,19,16590,21.5909090909090909
,,AL,01590,Alabama,Sumter,2,17,11092,19.3181818181818182
,,AL,01590,Alabama,Sumter,3,17,16580,19.3181818181818182
,,AL,01590,Alabama,Sumter,4,17,18196,19.3181818181818182
,,AL,01590,Alabama,Sumter,5,17,15096,19.3181818181818182
,,AL,01590,Alabama,Sumter,6,1,199,1.1363636363636364
,,AL,01600,Alabama,Talladega,1,32,27383,19.8757763975155280
,,AL,01600,Alabama,Talladega,2,32,30551,19.8757763975155280
,,AL,01600,Alabama,Talladega,3,32,32855,19.8757763975155280
,,AL,01600,Alabama,Talladega,4,32,35617,19.8757763975155280
,,AL,01600,Alabama,Talladega,5,32,33303,19.8757763975155280
,,AL,01600,Alabama,Talladega,6,1,199,0.62111801242236024845
,,AL,01610,Alabama,Tallapoosa,1,26,24551,19.8473282442748092
,,AL,01610,Alabama,Tallapoosa,2,26,24337,19.8473282442748092
,,AL,01610,Alabama,Tallapoosa,3,26,27102,19.8473282442748092
,,AL,01610,Alabama,Tallapoosa,4,26,30501,19.8473282442748092
,,AL,01610,Alabama,Tallapoosa,5,26,27623,19.8473282442748092
,,AL,01610,Alabama,Tallapoosa,6,1,199,0.76335877862595419847
,,AL,01620,Alabama,Tuscaloosa,1,34,26037,20.3592814371257485
,,AL,01620,Alabama,Tuscaloosa,2,33,31223,19.7604790419161677
,,AL,01620,Alabama,Tuscaloosa,3,33,27768,19.7604790419161677
,,AL,01620,Alabama,Tuscaloosa,4,33,34402,19.7604790419161677
,,AL,01620,Alabama,Tuscaloosa,5,33,31134,19.7604790419161677
,,AL,01620,Alabama,Tuscaloosa,6,1,199,0.59880239520958083832
,,AL,01630,Alabama,Walker,1,33,27041,19.8795180722891566
,,AL,01630,Alabama,Walker,2,33,30014,19.8795180722891566
,,AL,01630,Alabama,Walker,3,33,32134,19.8795180722891566
,,AL,01630,Alabama,Walker,4,33,34705,19.8795180722891566
,,AL,01630,Alabama,Walker,5,33,32552,19.8795180722891566
,,AL,01630,Alabama,Walker,6,1,199,0.60240963855421686747
,,AL,01640,Alabama,Washington,1,24,19506,21.2389380530973451
,,AL,01640,Alabama,Washington,2,22,16510,19.4690265486725664
,,AL,01640,Alabama,Washington,3,22,19178,19.4690265486725664
,,AL,01640,Alabama,Washington,4,22,24640,19.4690265486725664
,,AL,01640,Alabama,Washington,5,22,19782,19.4690265486725664
,,AL,01640,Alabama,Washington,6,1,199,0.88495575221238938053
,,AL,01650,Alabama,Wilcox,1,24,19506,21.2389380530973451
,,AL,01650,Alabama,Wilcox,2,22,16510,19.4690265486725664
,,AL,01650,Alabama,Wilcox,3,22,19178,19.4690265486725664
,,AL,01650,Alabama,Wilcox,4,22,24640,19.4690265486725664
,,AL,01650,Alabama,Wilcox,5,22,19782,19.4690265486725664
,,AL,01650,Alabama,Wilcox,6,1,199,0.88495575221238938053
,,AL,01660,Alabama,Winston,1,27,22323,20.4545454545454545
,,AL,01660,Alabama,Winston,2,26,19064,19.6969696969696970
,,AL,01660,Alabama,Winston,3,26,25055,19.6969696969696970
,,AL,01660,Alabama,Winston,4,26,29411,19.6969696969696970
,,AL,01660,Alabama,Winston,5,26,24398,19.6969696969696970
,,AL,01660,Alabama,Winston,6,1,199,0.75757575757575757576
,,AR,04000,Arkansas,Arkansas,1,36,38539,21.0526315789473684
,,AR,04000,Arkansas,Arkansas,2,32,24132,18.7134502923976608
,,AR,04000,Arkansas,Arkansas,3,32,25697,18.7134502923976608
,,AR,04000,Arkansas,Arkansas,4,32,31719,18.7134502923976608
,,AR,04000,Arkansas,Arkansas,5,32,27454,18.7134502923976608
,,AR,04000,Arkansas,Arkansas,6,7,1670,4.0935672514619883
,,AR,04010,Arkansas,Ashley,1,30,35681,21.2765957446808511
,,AR,04010,Arkansas,Ashley,2,26,19512,18.4397163120567376
,,AR,04010,Arkansas,Ashley,3,26,22339,18.4397163120567376
,,AR,04010,Arkansas,Ashley,4,26,25533,18.4397163120567376
,,AR,04010,Arkansas,Ashley,5,26,22942,18.4397163120567376
,,AR,04010,Arkansas,Ashley,6,7,1670,4.9645390070921986
,,AR,04020,Arkansas,Baxter,1,26,27080,20.6349206349206349
,,AR,04020,Arkansas,Baxter,2,24,13974,19.0476190476190476
,,AR,04020,Arkansas,Baxter,3,24,20383,19.0476190476190476
,,AR,04020,Arkansas,Baxter,4,24,22116,19.0476190476190476
,,AR,04020,Arkansas,Baxter,5,24,18927,19.0476190476190476
,,AR,04020,Arkansas,Baxter,6,4,923,3.1746031746031746
,,AR,04030,Arkansas,Benton,1,40,37925,20.3045685279187817
,,AR,04030,Arkansas,Benton,2,38,32238,19.2893401015228426
,,AR,04030,Arkansas,Benton,3,38,36970,19.2893401015228426
,,AR,04030,Arkansas,Benton,4,38,42833,19.2893401015228426
,,AR,04030,Arkansas,Benton,5,38,37967,19.2893401015228426
,,AR,04030,Arkansas,Benton,6,5,947,2.5380710659898477
,,AR,04040,Arkansas,Boone,1,32,29996,20.5128205128205128
,,AR,04040,Arkansas,Boone,2,30,19392,19.2307692307692308
,,AR,04040,Arkansas,Boone,3,30,22981,19.2307692307692308
,,AR,04040,Arkansas,Boone,4,30,28560,19.2307692307692308
,,AR,04040,Arkansas,Boone,5,30,23613,19.2307692307692308
,,AR,04040,Arkansas,Boone,6,4,923,2.5641025641025641
,,AR,04050,Arkansas,Bradley,1,30,35681,21.2765957446808511
,,AR,04050,Arkansas,Bradley,2,26,19512,18.4397163120567376
,,AR,04050,Arkansas,Bradley,3,26,22339,18.4397163120567376
,,AR,04050,Arkansas,Bradley,4,26,25533,18.4397163120567376
,,AR,04050,Arkansas,Bradley,5,26,22942,18.4397163120567376
,,AR,04050,Arkansas,Bradley,6,7,1670,4.9645390070921986
,,AR,04060,Arkansas,Calhoun,1,38,39269,20.9944751381215470
,,AR,04060,Arkansas,Calhoun,2,34,26492,18.7845303867403315
,,AR,04060,Arkansas,Calhoun,3,34,27399,18.7845303867403315
,,AR,04060,Arkansas,Calhoun,4,34,32881,18.7845303867403315
,,AR,04060,Arkansas,Calhoun,5,34,29306,18.7845303867403315
,,AR,04060,Arkansas,Calhoun,6,7,1670,3.8674033149171271
,,AR,04070,Arkansas,Carroll,1,41,43797,20.8121827411167513
,,AR,04070,Arkansas,Carroll,2,37,33170,18.7817258883248731
,,AR,04070,Arkansas,Carroll,3,37,34863,18.7817258883248731
,,AR,04070,Arkansas,Carroll,4,37,40973,18.7817258883248731
,,AR,04070,Arkansas,Carroll,5,37,37374,18.7817258883248731
,,AR,04070,Arkansas,Carroll,6,8,1694,4.0609137055837563
,,AR,04080,Arkansas,Chicot,1,29,34021,21.9696969696969697
,,AR,04080,Arkansas,Chicot,2,24,17972,18.1818181818181818
,,AR,04080,Arkansas,Chicot,3,24,18291,18.1818181818181818
,,AR,04080,Arkansas,Chicot,4,24,22641,18.1818181818181818
,,AR,04080,Arkansas,Chicot,5,24,19818,18.1818181818181818
,,AR,04080,Arkansas,Chicot,6,7,1670,5.3030303030303030
,,AR,04090,Arkansas,Clark,1,44,42999,20.8530805687203791
,,AR,04090,Arkansas,Clark,2,40,32001,18.9573459715639810
,,AR,04090,Arkansas,Clark,3,40,32582,18.9573459715639810
,,AR,04090,Arkansas,Clark,4,40,40735,18.9573459715639810
,,AR,04090,Arkansas,Clark,5,40,35293,18.9573459715639810
,,AR,04090,Arkansas,Clark,6,7,1670,3.3175355450236967
,,AR,04100,Arkansas,Clay,1,27,34301,21.6000000000000000
,,AR,04100,Arkansas,Clay,2,23,19350,18.4000000000000000
,,AR,04100,Arkansas,Clay,3,23,19979,18.4000000000000000
,,AR,04100,Arkansas,Clay,4,23,21970,18.4000000000000000
,,AR,04100,Arkansas,Clay,5,23,21324,18.4000000000000000
,,AR,04100,Arkansas,Clay,6,6,1494,4.8000000000000000
,,AR,04110,Arkansas,Cleburne,1,43,42957,20.8737864077669903
,,AR,04110,Arkansas,Cleburne,2,39,31882,18.9320388349514563
,,AR,04110,Arkansas,Cleburne,3,39,32781,18.9320388349514563
,,AR,04110,Arkansas,Cleburne,4,39,40513,18.9320388349514563
,,AR,04110,Arkansas,Cleburne,5,39,35380,18.9320388349514563
,,AR,04110,Arkansas,Cleburne,6,7,1670,3.3980582524271845
,,AR,04120,Arkansas,Cleveland,1,30,35681,21.2765957446808511
,,AR,04120,Arkansas,Cleveland,2,26,19512,18.4397163120567376
,,AR,04120,Arkansas,Cleveland,3,26,22339,18.4397163120567376
,,AR,04120,Arkansas,Cleveland,4,26,25533,18.4397163120567376
,,AR,04120,Arkansas,Cleveland,5,26,22942,18.4397163120567376
,,AR,04120,Arkansas,Cleveland,6,7,1670,4.9645390070921986
,,AR,04130,Arkansas,Columbia,1,28,29439,20.5882352941176471
,,AR,04130,Arkansas,Columbia,2,26,19273,19.1176470588235294
,,AR,04130,Arkansas,Columbia,3,26,22493,19.1176470588235294
,,AR,04130,Arkansas,Columbia,4,26,26835,19.1176470588235294
,,AR,04130,Arkansas,Columbia,5,26,23102,19.1176470588235294
,,AR,04130,Arkansas,Columbia,6,4,923,2.9411764705882353
,,AR,04140,Arkansas,Conway,1,43,44997,20.7729468599033816
,,AR,04140,Arkansas,Conway,2,39,34683,18.8405797101449275
,,AR,04140,Arkansas,Conway,3,39,37516,18.8405797101449275
,,AR,04140,Arkansas,Conway,4,39,43070,18.8405797101449275
,,AR,04140,Arkansas,Conway,5,39,39345,18.8405797101449275
,,AR,04140,Arkansas,Conway,6,8,1919,3.8647342995169082
,,AR,04150,Arkansas,Craighead,1,36,38541,20.9302325581395349
,,AR,04150,Arkansas,Craighead,2,32,25072,18.6046511627906977
,,AR,04150,Arkansas,Craighead,3,32,27735,18.6046511627906977
,,AR,04150,Arkansas,Craighead,4,32,30718,18.6046511627906977
,,AR,04150,Arkansas,Craighead,5,32,28414,18.6046511627906977
,,AR,04150,Arkansas,Craighead,6,8,1919,4.6511627906976744
,,AR,04160,Arkansas,Crawford,1,38,33513,20.4301075268817204
,,AR,04160,Arkansas,Crawford,2,36,25854,19.3548387096774194
,,AR,04160,Arkansas,Crawford,3,36,28620,19.3548387096774194
,,AR,04160,Arkansas,Crawford,4,36,35557,19.3548387096774194
,,AR,04160,Arkansas,Crawford,5,36,29977,19.3548387096774194
,,AR,04160,Arkansas,Crawford,6,4,923,2.1505376344086022
,,AR,04170,Arkansas,Crittenden,1,38,39413,20.9944751381215470
,,AR,04170,Arkansas,Crittenden,2,34,25052,18.7845303867403315
,,AR,04170,Arkansas,Crittenden,3,34,28223,18.7845303867403315
,,AR,04170,Arkansas,Crittenden,4,34,32621,18.7845303867403315
,,AR,04170,Arkansas,Crittenden,5,34,29246,18.7845303867403315
,,AR,04170,Arkansas,Crittenden,6,7,1670,3.8674033149171271
,,AR,04180,Arkansas,Cross,1,31,38133,21.3793103448275862
,,AR,04180,Arkansas,Cross,2,27,24602,18.6206896551724138
,,AR,04180,Arkansas,Cross,3,27,25551,18.6206896551724138
,,AR,04180,Arkansas,Cross,4,27,29042,18.6206896551724138
,,AR,04180,Arkansas,Cross,5,27,27608,18.6206896551724138
,,AR,04180,Arkansas,Cross,6,6,1494,4.1379310344827586
,,AR,04190,Arkansas,Dallas,1,36,40427,21.0526315789473684
,,AR,04190,Arkansas,Dallas,2,32,25772,18.7134502923976608
,,AR,04190,Arkansas,Dallas,3,32,29537,18.7134502923976608
,,AR,04190,Arkansas,Dallas,4,32,34495,18.7134502923976608
,,AR,04190,Arkansas,Dallas,5,32,30614,18.7134502923976608
,,AR,04190,Arkansas,Dallas,6,7,1670,4.0935672514619883
,,AR,04200,Arkansas,Desha,1,28,33564,22.0472440944881890
,,AR,04200,Arkansas,Desha,2,23,17468,18.1102362204724409
,,AR,04200,Arkansas,Desha,3,23,17478,18.1102362204724409
,,AR,04200,Arkansas,Desha,4,23,21696,18.1102362204724409
,,AR,04200,Arkansas,Desha,5,23,19124,18.1102362204724409
,,AR,04200,Arkansas,Desha,6,7,1670,5.5118110236220472
,,AR,04210,Arkansas,Drew,1,23,32657,21.9047619047619048
,,AR,04210,Arkansas,Drew,2,19,15982,18.0952380952380952
,,AR,04210,Arkansas,Drew,3,19,16651,18.0952380952380952
,,AR,04210,Arkansas,Drew,4,19,18918,18.0952380952380952
,,AR,04210,Arkansas,Drew,5,19,18084,18.0952380952380952
,,AR,04210,Arkansas,Drew,6,6,1494,5.7142857142857143
,,AR,04220,Arkansas,Faulkner,1,38,33169,19.8952879581151832
,,AR,04220,Arkansas,Faulkner,2,37,27423,19.3717277486910995
,,AR,04220,Arkansas,Faulkner,3,37,25681,19.3717277486910995
,,AR,04220,Arkansas,Faulkner,4,37,35278,19.3717277486910995
,,AR,04220,Arkansas,Faulkner,5,37,29172,19.3717277486910995
,,AR,04220,Arkansas,Faulkner,6,5,1172,2.6178010471204188
,,AR,04230,Arkansas,Franklin,1,38,36659,20.4301075268817204
,,AR,04230,Arkansas,Franklin,2,36,29671,19.3548387096774194
,,AR,04230,Arkansas,Franklin,3,36,35043,19.3548387096774194
,,AR,04230,Arkansas,Franklin,4,36,40295,19.3548387096774194
,,AR,04230,Arkansas,Franklin,5,36,35576,19.3548387096774194
,,AR,04230,Arkansas,Franklin,6,4,923,2.1505376344086022
,,AR,04240,Arkansas,Fulton,1,31,34809,21.2328767123287671
,,AR,04240,Arkansas,Fulton,2,27,17321,18.4931506849315068
,,AR,04240,Arkansas,Fulton,3,27,21148,18.4931506849315068
,,AR,04240,Arkansas,Fulton,4,27,24165,18.4931506849315068
,,AR,04240,Arkansas,Fulton,5,27,21197,18.4931506849315068
,,AR,04240,Arkansas,Fulton,6,7,1670,4.7945205479452055
,,AR,04250,Arkansas,Garland,1,43,41912,20.4761904761904762
,,AR,04250,Arkansas,Garland,2,40,32561,19.0476190476190476
,,AR,04250,Arkansas,Garland,3,40,27827,19.0476190476190476
,,AR,04250,Arkansas,Garland,4,40,39304,19.0476190476190476
,,AR,04250,Arkansas,Garland,5,40,33211,19.0476190476190476
,,AR,04250,Arkansas,Garland,6,7,1670,3.3333333333333333
,,AR,04260,Arkansas,Grant,1,41,43723,20.9183673469387755
,,AR,04260,Arkansas,Grant,2,37,31693,18.8775510204081633
,,AR,04260,Arkansas,Grant,3,37,36208,18.8775510204081633
,,AR,04260,Arkansas,Grant,4,37,40679,18.8775510204081633
,,AR,04260,Arkansas,Grant,5,37,36939,18.8775510204081633
,,AR,04260,Arkansas,Grant,6,7,1670,3.5714285714285714
,,AR,04270,Arkansas,Greene,1,41,40598,20.9183673469387755
,,AR,04270,Arkansas,Greene,2,37,27885,18.8775510204081633
,,AR,04270,Arkansas,Greene,3,37,30037,18.8775510204081633
,,AR,04270,Arkansas,Greene,4,37,35494,18.8775510204081633
,,AR,04270,Arkansas,Greene,5,37,31475,18.8775510204081633
,,AR,04270,Arkansas,Greene,6,7,1670,3.5714285714285714
,,AR,04280,Arkansas,Hempstead,1,29,28609,20.5673758865248227
,,AR,04280,Arkansas,Hempstead,2,27,17201,19.1489361702127660
